DATA_TYPE MOVIE
VERSION Tekscan Pressure Measurement System 7.60-33I
HARDWARE 102-J363
MAP_VERSION 6.4
HW_TYPE 3
VersaPogoFsx 0
FILENAME C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_MS6.fsx
SENSOR_TYPE 5051
ROWS 44
COLS 44
ROW_SPACING 0.00127 meters
COL_SPACING 0.00127 meters
SENSEL_AREA 1.6129e-006 m2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.016667
MICRO_SECOND 1
TIME 2/3/2026 6:00:59.189PM
SCALE_FACTOR  7.03651 KPa / raw
EXPONENT 0.894175
SATURATION_PRESSURE 998.219 KPa (Exponential Extrapolation)
CALIBRATION_POINT_1 20.32 (Newtons) 379 (Raw Sum) 74 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_POINT_2 43.24 (Newtons) 2246 (Raw Sum) 409 (Number of Loaded Cells)
CALIBRATION_MODE_2 Point
CALIBRATION_POINT_3 65.9498 (Newtons) 5549 (Raw Sum) 945 (Number of Loaded Cells)
CALIBRATION_MODE_3 Point
CALIBRATION_POINT_4 87.5601 (Newtons) 9209 (Raw Sum) 1412 (Number of Loaded Cells)
CALIBRATION_MODE_4 Point
CALIBRATION_POINT_5 108.11 (Newtons) 12508 (Raw Sum) 1708 (Number of Loaded Cells)
CALIBRATION_MODE_5 Point
CALIBRATION_POINT_6 128 (Newtons) 15029 (Raw Sum) 1815 (Number of Loaded Cells)
CALIBRATION_MODE_6 Point
CALIBRATION_POINT_7 152.24 (Newtons) 17994 (Raw Sum) 1877 (Number of Loaded Cells)
CALIBRATION_MODE_7 Point
CALIBRATION_POINT_8 172.33 (Newtons) 20112 (Raw Sum) 1900 (Number of Loaded Cells)
CALIBRATION_MODE_8 Point
CALIBRATION_POINT_9 195.68 (Newtons) 22397 (Raw Sum) 1913 (Number of Loaded Cells)
CALIBRATION_MODE_9 Point
CALIBRATION_POINT_A 217.3 (Newtons) 24276 (Raw Sum) 1920 (Number of Loaded Cells)
CALIBRATION_MODE_A Point
CALIBRATION_INFO C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_MS6.fsx
SENSITIVITY S-20
MAP_INDEX 0
SUBMAP 0
START_FRAME 122
END_FRAME 122
UNITS KPa
MIRROR_ROW 0
MIRROR_COL 0
ASCII_DATA @@

Frame 122, 2.016,, 2/3/2026 6:01:01.205PM,,,Raw Sum=,,17815
0,0,0,0,0,0,0,0,0,0,24,50,79,89,84,102,121,79,116,178,310,147,147,156,165,182,130,199,138,165,138,156,125,116,190,160,130,102,102,70,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65,138,75,79,89,125,89,125,138,102,169,138,182,182,182,165,233,212,212,160,186,160,138,160,182,178,160,143,121,45,0,0,0,0
0,0,0,0,0,0,0,0,0,24,40,79,75,116,79,84,102,195,134,102,143,182,182,165,147,220,233,186,186,156,233,156,152,199,98,156,116,134,107,107,24,0,0,0
0,0,0,0,0,0,0,0,0,55,50,65,93,102,125,79,134,130,143,147,169,134,169,156,134,130,156,147,203,125,173,182,190,165,186,165,138,138,121,84,50,30,0,0
0,0,0,0,0,0,0,0,40,50,45,75,55,89,84,102,116,125,116,130,152,178,186,147,186,160,160,160,130,134,125,156,160,130,190,173,107,130,93,75,55,0,0,0
0,0,0,0,0,0,0,0,24,40,45,84,89,75,107,156,112,130,121,134,152,156,152,138,147,173,165,156,182,134,182,147,178,156,121,169,125,125,160,55,60,35,0,0
0,0,0,0,0,0,0,0,30,30,30,50,79,75,107,65,93,147,130,116,143,143,125,134,138,147,130,121,147,125,173,138,138,233,121,116,116,138,102,70,79,30,0,0
0,0,0,0,0,0,24,0,24,45,30,55,75,89,121,93,84,112,93,220,116,112,160,212,107,138,125,169,160,169,160,173,143,261,178,152,152,107,130,89,60,0,0,0
0,0,0,0,0,0,0,24,0,0,35,75,65,89,75,84,107,102,121,102,125,93,116,165,152,143,143,160,160,156,156,116,156,173,121,165,102,107,143,98,79,30,0,0
0,0,0,0,0,0,0,35,24,0,24,55,75,65,75,98,75,102,75,93,102,147,112,116,102,130,121,116,134,130,112,147,160,112,160,130,93,93,75,102,50,35,0,0
0,0,0,0,0,0,0,0,30,55,24,60,75,89,84,60,60,107,70,84,102,143,116,134,125,143,112,125,121,152,125,112,84,152,102,130,125,143,102,102,40,0,0,0
0,0,0,0,0,0,0,24,24,40,50,107,40,125,102,75,50,75,89,70,107,89,130,116,93,138,98,156,160,107,125,125,116,112,116,116,89,121,75,60,40,30,0,0
0,0,0,0,0,0,0,0,24,24,40,40,50,45,50,98,79,50,65,65,60,116,79,112,93,125,107,156,112,130,130,107,121,125,93,112,75,107,75,60,35,40,0,0
