DATA_TYPE MOVIE
VERSION Tekscan Pressure Measurement System 7.60-33I
HARDWARE 102-J363
MAP_VERSION 6.4
HW_TYPE 3
VersaPogoFsx 0
FILENAME C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_DS5.fsx
SENSOR_TYPE 5051
ROWS 44
COLS 44
ROW_SPACING 0.00127 meters
COL_SPACING 0.00127 meters
SENSEL_AREA 1.6129e-006 m2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.016667
MICRO_SECOND 1
TIME 2/3/2026 5:55:22.261PM
SCALE_FACTOR  7.03651 KPa / raw
EXPONENT 0.894175
SATURATION_PRESSURE 998.219 KPa (Exponential Extrapolation)
CALIBRATION_POINT_1 20.32 (Newtons) 379 (Raw Sum) 74 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_POINT_2 43.24 (Newtons) 2246 (Raw Sum) 409 (Number of Loaded Cells)
CALIBRATION_MODE_2 Point
CALIBRATION_POINT_3 65.9498 (Newtons) 5549 (Raw Sum) 945 (Number of Loaded Cells)
CALIBRATION_MODE_3 Point
CALIBRATION_POINT_4 87.5601 (Newtons) 9209 (Raw Sum) 1412 (Number of Loaded Cells)
CALIBRATION_MODE_4 Point
CALIBRATION_POINT_5 108.11 (Newtons) 12508 (Raw Sum) 1708 (Number of Loaded Cells)
CALIBRATION_MODE_5 Point
CALIBRATION_POINT_6 128 (Newtons) 15029 (Raw Sum) 1815 (Number of Loaded Cells)
CALIBRATION_MODE_6 Point
CALIBRATION_POINT_7 152.24 (Newtons) 17994 (Raw Sum) 1877 (Number of Loaded Cells)
CALIBRATION_MODE_7 Point
CALIBRATION_POINT_8 172.33 (Newtons) 20112 (Raw Sum) 1900 (Number of Loaded Cells)
CALIBRATION_MODE_8 Point
CALIBRATION_POINT_9 195.68 (Newtons) 22397 (Raw Sum) 1913 (Number of Loaded Cells)
CALIBRATION_MODE_9 Point
CALIBRATION_POINT_A 217.3 (Newtons) 24276 (Raw Sum) 1920 (Number of Loaded Cells)
CALIBRATION_MODE_A Point
CALIBRATION_INFO C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_DS5.fsx
SENSITIVITY S-20
MAP_INDEX 0
SUBMAP 0
START_FRAME 15
END_FRAME 15
UNITS KPa
MIRROR_ROW 0
MIRROR_COL 0
ASCII_DATA @@

Frame 15, 0.233,, 2/3/2026 5:55:22.494PM,,,Raw Sum=,,27524
0,0,0,0,0,0,0,0,40,79,70,79,147,134,116,182,165,143,169,216,346,212,165,224,190,249,212,224,182,178,169,199,203,169,220,182,156,178,102,75,40,0,0,0
0,0,0,0,0,0,0,30,50,84,152,216,121,125,143,190,165,199,203,190,233,178,306,241,195,182,282,228,278,207,224,186,173,173,182,241,207,199,138,70,30,40,0,0
0,0,0,0,0,0,0,35,70,70,93,143,130,207,165,169,186,270,203,160,207,282,294,249,203,274,306,257,228,207,237,190,169,253,147,203,147,190,152,134,65,0,0,0
0,0,0,0,0,0,35,45,55,89,116,134,152,195,182,169,195,212,203,216,216,173,241,212,190,203,199,186,290,165,212,266,228,190,266,199,186,212,178,107,60,30,0,0
0,0,0,0,0,0,50,60,84,89,160,134,121,125,152,195,143,186,186,195,203,212,233,195,270,216,216,203,186,182,165,182,220,186,220,207,143,152,152,98,75,30,0,0
0,0,0,0,0,0,55,60,50,79,121,130,160,130,156,224,182,220,169,190,207,195,190,190,190,186,220,182,220,152,224,165,228,199,186,207,152,165,212,89,93,40,0,0
0,0,0,0,0,0,40,55,55,84,75,121,134,107,178,98,134,173,169,134,249,207,186,195,228,237,186,160,203,160,212,173,160,261,165,169,143,199,182,89,112,60,40,0
0,0,0,0,0,30,45,45,55,75,75,121,160,138,207,178,130,169,156,326,147,156,207,224,138,186,152,237,190,190,190,249,186,274,195,182,190,130,207,116,79,50,40,0
0,0,0,0,0,30,40,30,55,40,75,160,116,138,125,130,134,138,152,134,203,165,165,241,173,178,173,186,195,178,207,165,173,199,173,216,130,138,190,152,89,55,40,0
0,0,0,0,0,30,40,60,45,60,60,98,112,116,134,165,93,160,138,143,138,186,165,178,156,212,152,160,186,190,147,220,156,156,186,178,121,134,102,125,70,45,0,0
0,0,0,0,0,30,35,60,70,102,84,121,121,125,130,121,116,182,116,125,134,186,143,169,182,195,152,156,147,220,152,152,130,203,134,178,152,195,125,160,55,50,0,0
0,0,0,0,0,0,30,55,75,75,84,121,89,130,134,116,89,93,121,98,130,102,156,143,125,178,138,178,195,152,156,125,173,147,130,152,134,156,107,112,65,35,55,0
0,0,0,0,0,24,35,50,79,75,89,79,79,93,79,116,84,79,93,93,75,125,98,130,116,160,116,152,116,147,125,169,152,160,138,156,125,173,107,112,75,55,24,0
