DATA_TYPE MOVIE
VERSION Tekscan Pressure Measurement System 7.60-33I
HARDWARE 102-J363
MAP_VERSION 6.4
HW_TYPE 3
VersaPogoFsx 0
FILENAME C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_Control.fsx
SENSOR_TYPE 5051
ROWS 44
COLS 44
ROW_SPACING 0.00127 meters
COL_SPACING 0.00127 meters
SENSEL_AREA 1.6129e-006 m2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.016667
MICRO_SECOND 1
TIME 2/3/2026 5:25:04.087PM
SCALE_FACTOR  7.03651 KPa / raw
EXPONENT 0.894175
SATURATION_PRESSURE 998.219 KPa (Exponential Extrapolation)
CALIBRATION_POINT_1 20.32 (Newtons) 379 (Raw Sum) 74 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_POINT_2 43.24 (Newtons) 2246 (Raw Sum) 409 (Number of Loaded Cells)
CALIBRATION_MODE_2 Point
CALIBRATION_POINT_3 65.9498 (Newtons) 5549 (Raw Sum) 945 (Number of Loaded Cells)
CALIBRATION_MODE_3 Point
CALIBRATION_POINT_4 87.5601 (Newtons) 9209 (Raw Sum) 1412 (Number of Loaded Cells)
CALIBRATION_MODE_4 Point
CALIBRATION_POINT_5 108.11 (Newtons) 12508 (Raw Sum) 1708 (Number of Loaded Cells)
CALIBRATION_MODE_5 Point
CALIBRATION_POINT_6 128 (Newtons) 15029 (Raw Sum) 1815 (Number of Loaded Cells)
CALIBRATION_MODE_6 Point
CALIBRATION_POINT_7 152.24 (Newtons) 17994 (Raw Sum) 1877 (Number of Loaded Cells)
CALIBRATION_MODE_7 Point
CALIBRATION_POINT_8 172.33 (Newtons) 20112 (Raw Sum) 1900 (Number of Loaded Cells)
CALIBRATION_MODE_8 Point
CALIBRATION_POINT_9 195.68 (Newtons) 22397 (Raw Sum) 1913 (Number of Loaded Cells)
CALIBRATION_MODE_9 Point
CALIBRATION_POINT_A 217.3 (Newtons) 24276 (Raw Sum) 1920 (Number of Loaded Cells)
CALIBRATION_MODE_A Point
CALIBRATION_INFO C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_Control.fsx
SENSITIVITY S-20
MAP_INDEX 0
SUBMAP 0
START_FRAME 140
END_FRAME 140
UNITS KPa
MIRROR_ROW 0
MIRROR_COL 0
ASCII_DATA @@

Frame 140, 2.316,, 2/3/2026 5:25:06.403PM,,,Raw Sum=,,31014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,70,152,121,89,84,50,50,30,30,35,79,65,79,55,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,65,143,160,169,233,195,346,318,282,182,233,130,98,30,24,30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,125,156,257,195,169,178,241,286,266,220,290,342,278,302,216,165,79,50,45,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,102,160,138,165,182,216,190,212,186,228,199,186,182,207,199,330,203,233,290,302,203,165,84,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,98,112,152,138,169,178,182,173,190,212,245,190,241,207,207,195,182,173,156,203,233,220,245,207,112,45,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,40,98,112,143,160,178,160,182,160,182,190,233,207,190,190,216,233,216,212,186,228,186,261,207,178,216,195,178,107,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30,75,112,134,112,160,84,147,169,182,169,245,178,195,186,233,220,186,178,186,186,216,199,169,233,220,173,169,190,199,89,45,0,0,0
0,0,0,0,0,0,0,0,0,65,84,107,121,143,190,160,121,169,143,314,169,160,199,253,152,203,199,237,199,216,224,294,190,261,224,178,186,116,182,107,50,0,0,0
0,0,0,0,0,0,0,0,45,24,60,156,107,125,107,121,147,152,173,143,203,178,169,216,203,195,190,220,199,212,274,199,190,216,190,233,165,169,178,138,65,35,0,0
0,0,0,0,0,0,0,40,30,50,55,98,112,121,125,138,116,160,130,156,169,199,199,190,178,203,165,182,237,207,169,249,138,186,203,182,125,169,125,130,65,45,0,0
0,0,0,0,0,0,24,55,75,70,107,102,102,143,134,112,107,186,121,152,147,199,178,182,212,228,178,182,165,270,186,178,156,224,160,212,182,207,143,182,89,50,24,0
0,0,0,0,0,0,40,60,70,79,84,89,112,130,160,156,134,130,147,125,169,143,224,216,156,241,165,237,199,173,207,143,199,195,178,182,152,186,138,156,79,60,55,0
0,0,0,0,0,0,30,45,65,70,84,89,93,107,102,116,121,102,138,152,130,207,169,207,182,228,165,195,165,190,160,186,178,212,147,190,156,216,130,143,125,102,45,0
