DATA_TYPE MOVIE
VERSION Tekscan Pressure Measurement System 7.60-33I
HARDWARE 102-J363
MAP_VERSION 6.4
HW_TYPE 3
VersaPogoFsx 0
FILENAME C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_SS7.fsx
SENSOR_TYPE 5051
ROWS 44
COLS 44
ROW_SPACING 0.00127 meters
COL_SPACING 0.00127 meters
SENSEL_AREA 1.6129e-006 m2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.016667
MICRO_SECOND 1
TIME 2/3/2026 5:17:56.8PM
SCALE_FACTOR  7.03651 KPa / raw
EXPONENT 0.894175
SATURATION_PRESSURE 998.219 KPa (Exponential Extrapolation)
CALIBRATION_POINT_1 20.32 (Newtons) 379 (Raw Sum) 74 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_POINT_2 43.24 (Newtons) 2246 (Raw Sum) 409 (Number of Loaded Cells)
CALIBRATION_MODE_2 Point
CALIBRATION_POINT_3 65.9498 (Newtons) 5549 (Raw Sum) 945 (Number of Loaded Cells)
CALIBRATION_MODE_3 Point
CALIBRATION_POINT_4 87.5601 (Newtons) 9209 (Raw Sum) 1412 (Number of Loaded Cells)
CALIBRATION_MODE_4 Point
CALIBRATION_POINT_5 108.11 (Newtons) 12508 (Raw Sum) 1708 (Number of Loaded Cells)
CALIBRATION_MODE_5 Point
CALIBRATION_POINT_6 128 (Newtons) 15029 (Raw Sum) 1815 (Number of Loaded Cells)
CALIBRATION_MODE_6 Point
CALIBRATION_POINT_7 152.24 (Newtons) 17994 (Raw Sum) 1877 (Number of Loaded Cells)
CALIBRATION_MODE_7 Point
CALIBRATION_POINT_8 172.33 (Newtons) 20112 (Raw Sum) 1900 (Number of Loaded Cells)
CALIBRATION_MODE_8 Point
CALIBRATION_POINT_9 195.68 (Newtons) 22397 (Raw Sum) 1913 (Number of Loaded Cells)
CALIBRATION_MODE_9 Point
CALIBRATION_POINT_A 217.3 (Newtons) 24276 (Raw Sum) 1920 (Number of Loaded Cells)
CALIBRATION_MODE_A Point
CALIBRATION_INFO C:\Users\John DesJardins\Documents\Comfort Study\In Person Trails\Prasamsa\P_SS7.fsx
SENSITIVITY S-20
MAP_INDEX 0
SUBMAP 0
START_FRAME 10
END_FRAME 10
UNITS KPa
MIRROR_ROW 0
MIRROR_COL 0
ASCII_DATA @@

Frame 10, 0.15,, 2/3/2026 5:17:56.95PM,,,Raw Sum=,,27759
0,0,0,0,0,0,0,0,0,0,0,0,40,40,50,84,89,84,102,107,253,156,121,169,138,203,165,186,143,143,134,173,169,160,186,165,147,79,40,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,65,45,35,60,107,93,134,121,121,186,156,212,203,165,138,199,190,195,160,182,182,134,182,195,224,195,178,130,50,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,50,45,84,65,98,107,165,138,125,165,203,207,186,143,178,195,169,182,169,165,134,160,237,156,212,130,224,147,169,84,0,0,0
0,0,0,0,0,0,0,0,0,0,40,45,65,93,98,98,143,134,147,147,165,143,178,160,138,156,178,143,253,125,152,203,178,156,224,173,182,165,116,121,121,55,0,0
0,0,0,0,0,0,0,0,0,0,40,45,45,55,75,134,116,156,152,121,130,165,143,130,165,138,160,121,143,138,138,165,165,138,156,169,147,160,138,102,112,50,50,0
0,0,0,0,0,0,0,0,0,0,45,45,60,65,84,138,112,125,125,147,165,152,160,143,143,165,178,152,169,134,160,138,186,160,138,178,152,160,212,130,121,89,70,0
0,0,0,0,0,0,0,0,0,24,24,79,55,75,84,60,107,152,147,121,156,125,112,147,138,169,156,116,156,130,147,143,138,203,143,134,143,143,195,125,125,75,60,24
0,0,0,0,0,0,0,0,30,30,40,40,102,98,138,107,89,138,112,216,116,125,160,224,98,160,112,165,152,165,152,207,138,173,152,152,199,138,186,125,138,65,79,45
0,0,0,0,0,0,0,0,40,0,30,70,75,84,84,102,116,121,147,125,169,152,134,160,121,116,134,173,143,143,173,138,160,190,152,216,138,143,173,186,130,102,79,60
0,0,0,0,0,0,0,0,30,0,35,50,65,60,102,112,75,130,116,93,125,160,134,116,134,160,112,138,156,138,143,203,112,165,186,169,121,138,112,165,79,89,84,65
0,0,0,0,0,0,0,0,24,45,35,40,79,93,121,79,84,130,84,75,121,130,134,143,156,190,138,138,125,173,134,116,93,195,125,178,156,178,152,207,93,89,65,70
0,0,0,0,0,0,0,0,0,84,35,24,79,84,121,93,60,65,84,84,112,93,125,125,102,147,121,212,165,160,152,102,147,134,182,152,134,156,138,156,134,84,84,50
0,0,0,0,0,0,0,19,0,35,93,19,40,55,60,65,70,60,84,70,70,130,98,125,116,156,125,107,98,169,107,152,147,152,121,152,121,165,112,152,116,156,60,55
